employee_id,Department,JobRole,Gender,Age,Education,BusinessTravel,YearsAtCompany,JobLevel,MonthlyIncome,orientation_completed,training_completion_percent,onboarding_days,onboarding_status,manager_assigned,buddy_assigned,first_week_checkin,onboarding_completion_date,total_tickets,high_priority_tickets,avg_resolution_hours,early_tool_actions,early_unique_tools,early_login_count,early_active_minutes
1286,Research & Development,Laboratory Technician,Male,28,4,Travel_Frequently,4,1,2154,Yes,84.2,18,Completed,Yes,Yes,Yes,2022-08-05,2.0,2.0,31.05,3,2,41,614
1288,Research & Development,Manager,Male,44,2,Travel_Rarely,25,5,19190,Yes,97.8,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,2,2,14,346
1289,Human Resources,Human Resources,Male,34,3,Travel_Frequently,10,2,4490,Yes,80.9,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,6,6,54,1314
1291,Research & Development,Research Scientist,Male,35,1,Travel_Rarely,3,1,3506,Yes,98.5,13,Completed,Yes,Yes,Yes,2023-07-02,1.0,1.0,60.3,6,5,41,1158
1292,Research & Development,Research Scientist,Female,42,4,Travel_Rarely,1,2,2372,Yes,83.6,18,Completed,Yes,Yes,Yes,2025-09-28,2.0,2.0,21.35,2,2,16,343
1293,Sales,Sales Executive,Female,43,4,Travel_Rarely,21,3,10231,Yes,80.3,8,Completed,Yes,Yes,Yes,2016-08-10,0.0,0.0,,5,4,67,945
1294,Research & Development,Manufacturing Director,Female,36,4,Travel_Rarely,16,2,5410,Yes,82.9,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,2,2,18,256
1295,Research & Development,Healthcare Representative,Female,44,3,Travel_Rarely,10,3,7978,Yes,96.4,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,3,3,36,484
1296,Research & Development,Laboratory Technician,Male,28,3,Travel_Frequently,2,1,3867,Yes,83.2,8,Completed,Yes,Yes,Yes,2024-07-20,1.0,0.0,6.0,5,5,44,840
1297,Research & Development,Laboratory Technician,Female,51,2,Travel_Frequently,7,1,2838,Yes,96.7,11,Completed,Yes,Yes,Yes,2019-07-08,1.0,1.0,8.2,6,4,72,831
1298,Research & Development,Manufacturing Director,Female,30,2,Non-Travel,8,2,4695,Yes,97.9,10,Completed,Yes,Yes,Yes,2018-06-30,0.0,0.0,,4,4,44,1292
1299,Research & Development,Laboratory Technician,Female,29,3,Travel_Rarely,7,1,3339,Yes,95.1,7,Completed,Yes,Yes,Yes,2019-07-16,0.0,0.0,,2,2,20,465
1301,Research & Development,Research Scientist,Male,28,3,Travel_Rarely,3,1,2080,Yes,99.8,16,Completed,Yes,Yes,Yes,2023-06-28,0.0,0.0,,2,2,17,336
1303,Research & Development,Research Scientist,Female,25,3,Travel_Rarely,2,1,2096,Yes,90.0,10,Completed,Yes,Yes,Yes,2024-08-05,0.0,0.0,,1,1,7,74
1304,Sales,Sales Executive,Male,32,3,Travel_Rarely,10,2,6209,Yes,82.0,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,5.2,4,4,22,1052
1306,Research & Development,Manager,Female,45,3,Travel_Frequently,0,5,18061,Yes,95.4,14,Completed,Yes,Yes,Yes,2026-07-16,1.0,0.0,2.0,4,4,28,632
1307,Research & Development,Manager,Female,39,4,Travel_Rarely,19,4,17123,Yes,99.4,10,Completed,Yes,Yes,Yes,2016-08-12,1.0,1.0,18.1,5,5,33,785
1308,Research & Development,Research Scientist,Male,58,4,Travel_Rarely,2,1,2372,Yes,92.7,17,Completed,Yes,Yes,Yes,2024-08-16,0.0,0.0,,6,6,64,957
1309,Research & Development,Laboratory Technician,Male,32,2,Travel_Rarely,10,2,4883,Yes,89.8,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,6,5,64,1276
1310,Research & Development,Research Scientist,Male,39,3,Travel_Rarely,5,1,3904,Yes,98.8,11,Completed,Yes,Yes,Yes,2021-07-08,1.0,0.0,1.9,2,2,20,267
1311,Research & Development,Laboratory Technician,Female,30,3,Travel_Rarely,9,2,4627,Yes,93.6,15,Completed,Yes,Yes,Yes,2017-08-06,0.0,0.0,,1,1,14,128
1312,Research & Development,Healthcare Representative,Female,36,4,Travel_Rarely,7,3,7094,Yes,81.7,14,Completed,Yes,Yes,Yes,2019-07-23,0.0,0.0,,5,4,59,960
1314,Human Resources,Human Resources,Female,46,2,Travel_Rarely,7,1,3423,Yes,96.0,16,Completed,Yes,Yes,Yes,2019-07-31,0.0,0.0,,4,4,50,774
1315,Research & Development,Laboratory Technician,Female,28,3,Non-Travel,9,2,6674,Yes,81.6,7,Completed,Yes,Yes,Yes,2017-08-05,2.0,1.0,23.400000000000002,5,5,72,1089
1317,Research & Development,Research Director,Female,50,3,Travel_Rarely,3,4,16880,Yes,94.2,15,Completed,Yes,Yes,Yes,2023-07-23,1.0,0.0,5.8,3,3,45,522
1318,Sales,Sales Executive,Male,40,4,Travel_Rarely,5,3,9094,Yes,94.8,10,Completed,Yes,Yes,Yes,2021-08-02,1.0,0.0,4.3,4,4,57,1001
1319,Sales,Sales Executive,Male,52,3,Travel_Rarely,8,3,8446,Yes,82.1,5,Completed,Yes,Yes,Yes,2018-07-15,1.0,0.0,8.6,7,4,78,1691
1321,Research & Development,Manager,Female,30,4,Travel_Rarely,9,3,11916,Yes,86.2,10,Completed,Yes,Yes,Yes,2017-06-13,0.0,0.0,,4,4,54,632
1322,Research & Development,Manufacturing Director,Male,39,2,Travel_Rarely,8,2,4534,Yes,85.4,7,Completed,Yes,Yes,Yes,2018-06-22,1.0,1.0,32.7,3,3,28,754
1324,Sales,Sales Executive,Female,31,4,Non-Travel,10,3,9852,Yes,83.7,12,Completed,Yes,Yes,Yes,2016-08-14,1.0,0.0,7.9,4,4,40,986
1329,Sales,Sales Executive,Male,41,2,Non-Travel,19,2,6151,Yes,91.1,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,1,1,12,187
1331,Sales,Sales Representative,Female,31,3,Travel_Frequently,3,1,2302,Yes,80.5,10,Completed,Yes,Yes,Yes,2023-08-05,0.0,0.0,,4,4,30,634
1333,Research & Development,Laboratory Technician,Male,44,3,Travel_Rarely,3,1,2362,Yes,81.9,14,Completed,Yes,Yes,Yes,2023-07-11,0.0,0.0,,4,4,45,537
1334,Research & Development,Manager,Male,42,1,Non-Travel,20,4,17861,Yes,86.5,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,2,2,26,439
1336,Research & Development,Manager,Female,55,2,Travel_Rarely,19,5,19187,Yes,85.8,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,3,3,29,640
1338,Human Resources,Manager,Male,56,4,Travel_Rarely,7,5,19717,Yes,81.7,13,Completed,Yes,Yes,Yes,2019-06-27,2.0,0.0,2.05,2,2,31,368
1340,Research & Development,Research Scientist,Male,40,2,Non-Travel,4,1,3544,Yes,99.9,8,Completed,Yes,Yes,Yes,2022-06-13,0.0,0.0,,3,3,28,709
1344,Research & Development,Healthcare Representative,Male,34,3,Travel_Rarely,9,3,8500,Yes,90.4,15,Completed,Yes,Yes,Yes,2017-07-12,0.0,0.0,,3,3,31,840
1346,Research & Development,Research Scientist,Male,40,3,Travel_Rarely,9,2,4661,Yes,83.4,9,Completed,Yes,Yes,Yes,2017-07-18,0.0,0.0,,6,5,56,1135
1349,Sales,Sales Executive,Female,41,3,Travel_Frequently,9,2,4103,Yes,85.4,7,Completed,Yes,Yes,Yes,2017-07-21,1.0,0.0,3.1,4,4,61,515
1350,Research & Development,Research Scientist,Male,35,4,Travel_Frequently,9,2,4249,Yes,83.3,9,Completed,Yes,Yes,Yes,2017-08-07,2.0,0.0,6.25,2,2,19,132
1352,Human Resources,Manager,Male,51,3,Travel_Rarely,33,4,14026,Yes,86.0,17,Completed,Yes,Yes,Yes,2016-08-19,1.0,0.0,7.7,4,4,42,793
1355,Sales,Sales Executive,Female,38,2,Travel_Rarely,7,2,6893,Yes,87.2,8,Completed,Yes,Yes,Yes,2019-08-06,0.0,0.0,,3,3,44,668
1356,Sales,Sales Executive,Female,34,2,Travel_Rarely,10,2,6125,Yes,92.5,14,Completed,Yes,Yes,Yes,2016-08-16,0.0,0.0,,5,5,44,879
1358,Research & Development,Laboratory Technician,Male,25,1,Travel_Rarely,3,1,3669,Yes,83.9,6,Completed,Yes,Yes,Yes,2023-06-29,1.0,0.0,3.0,4,3,48,947
1360,Research & Development,Manufacturing Director,Female,58,4,Travel_Rarely,10,3,10008,Yes,86.1,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,5,5,40,845
1361,Research & Development,Laboratory Technician,Male,40,4,Travel_Rarely,4,1,2387,Yes,96.8,11,Completed,Yes,Yes,Yes,2022-07-22,0.0,0.0,,6,5,70,1129
1362,Sales,Sales Executive,Female,36,3,Travel_Frequently,15,2,4639,Yes,97.2,12,Completed,Yes,Yes,Yes,2016-08-14,1.0,0.0,6.3,3,3,38,574
1363,Research & Development,Manufacturing Director,Male,48,3,Travel_Rarely,10,3,7898,Yes,88.6,18,Completed,Yes,Yes,Yes,2016-08-20,0.0,0.0,,3,3,27,612
1364,Sales,Sales Representative,Female,27,3,Travel_Rarely,1,1,2534,Yes,36.1,31,Delayed,No,No,Yes,,1.0,0.0,8.7,2,2,5,142
1367,Research & Development,Manufacturing Director,Female,51,2,Travel_Rarely,5,4,13142,Yes,86.3,11,Completed,Yes,Yes,Yes,2021-07-13,1.0,1.0,12.0,7,6,71,1253
1368,Research & Development,Laboratory Technician,Female,18,3,Non-Travel,0,1,1611,Yes,93.9,12,Completed,Yes,Yes,Yes,2026-05-13,2.0,0.0,4.4,3,3,35,503
1369,Research & Development,Laboratory Technician,Female,35,3,Travel_Rarely,9,2,5363,Yes,95.6,10,Completed,Yes,Yes,Yes,2017-07-07,1.0,1.0,11.1,8,7,94,1769
1371,Sales,Sales Executive,Male,27,1,Travel_Frequently,6,2,5071,Yes,85.6,17,Completed,Yes,Yes,Yes,2020-07-25,0.0,0.0,,4,4,37,950
1372,Sales,Sales Executive,Male,55,4,Travel_Rarely,19,4,13695,Yes,87.3,14,Completed,Yes,Yes,Yes,2016-08-16,0.0,0.0,,2,2,25,483
1373,Research & Development,Manufacturing Director,Male,56,3,Travel_Rarely,19,4,13402,Yes,91.8,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,3,3,33,794
1374,Research & Development,Research Scientist,Female,34,1,Non-Travel,5,1,2029,Yes,93.6,13,Completed,Yes,Yes,Yes,2021-08-03,0.0,0.0,,9,7,90,1605
1375,Research & Development,Healthcare Representative,Female,40,1,Travel_Rarely,12,2,6377,Yes,99.1,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,1,1,7,249
1377,Research & Development,Laboratory Technician,Male,34,3,Travel_Rarely,8,2,5429,Yes,94.2,12,Completed,Yes,Yes,Yes,2018-06-15,0.0,0.0,,4,3,43,731
1379,Sales,Sales Representative,Female,31,3,Travel_Frequently,1,1,2785,Yes,81.4,18,Completed,Yes,Yes,Yes,2025-12-07,0.0,0.0,,3,3,36,732
1380,Sales,Sales Executive,Female,35,4,Travel_Frequently,4,2,4614,Yes,95.9,15,Completed,Yes,Yes,Yes,2022-06-27,0.0,0.0,,6,6,72,1333
1382,Research & Development,Research Scientist,Male,38,3,Travel_Frequently,4,1,2610,Yes,82.8,9,Completed,Yes,Yes,Yes,2022-07-10,1.0,1.0,38.6,6,6,65,1036
1383,Research & Development,Healthcare Representative,Female,34,4,Travel_Rarely,14,2,6687,Yes,85.1,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,3,3,34,659
1387,Sales,Sales Executive,Male,28,3,Travel_Rarely,5,2,4724,Yes,88.5,11,Completed,Yes,Yes,Yes,2021-06-28,1.0,0.0,3.6,5,5,69,831
1389,Research & Development,Manufacturing Director,Male,31,4,Travel_Rarely,10,2,6179,Yes,89.0,14,Completed,Yes,Yes,Yes,2016-08-16,0.0,0.0,,5,5,65,862
1390,Sales,Sales Executive,Male,39,4,Travel_Rarely,5,2,6120,Yes,91.6,13,Completed,Yes,Yes,Yes,2021-07-15,0.0,0.0,,4,4,50,997
1391,Sales,Sales Executive,Male,51,3,Travel_Frequently,4,3,10596,Yes,98.5,18,Completed,Yes,Yes,Yes,2022-07-18,0.0,0.0,,5,3,33,1067
1392,Research & Development,Research Scientist,Female,41,3,Travel_Frequently,6,2,5467,Yes,88.4,5,Completed,Yes,Yes,Yes,2020-06-23,0.0,0.0,,7,6,79,1562
1394,Research & Development,Research Scientist,Male,37,1,Travel_Rarely,6,1,2996,Yes,99.4,16,Completed,Yes,Yes,Yes,2020-06-28,0.0,0.0,,3,3,40,570
1395,Sales,Sales Executive,Male,33,1,Travel_Frequently,5,2,9998,Yes,96.2,14,Completed,Yes,Yes,Yes,2021-06-19,1.0,0.0,1.0,6,5,80,1207
1396,Sales,Sales Executive,Male,32,1,Travel_Rarely,3,2,4078,Yes,98.3,6,Completed,Yes,Yes,Yes,2023-06-28,1.0,0.0,3.0,5,4,64,1033
1397,Research & Development,Healthcare Representative,Male,39,2,Non-Travel,6,3,10920,Yes,85.0,15,Completed,Yes,Yes,Yes,2020-06-28,0.0,0.0,,6,6,80,1493
1399,Sales,Sales Executive,Male,25,1,Travel_Rarely,3,2,6232,Yes,83.3,14,Completed,Yes,Yes,Yes,2023-07-24,1.0,1.0,17.5,4,4,63,1118
1401,Research & Development,Manufacturing Director,Female,52,2,Travel_Frequently,5,4,13247,Yes,91.3,15,Completed,Yes,Yes,Yes,2021-08-14,1.0,0.0,10.8,4,4,42,706
1402,Research & Development,Research Scientist,Female,43,3,Travel_Rarely,20,2,4081,Yes,92.9,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,3,3,20,869
1403,Sales,Sales Executive,Female,27,3,Travel_Rarely,6,2,5769,Yes,99.3,11,Completed,Yes,Yes,Yes,2020-07-22,1.0,0.0,4.1,4,4,41,883
1405,Research & Development,Research Scientist,Female,27,4,Travel_Rarely,8,1,2394,Yes,80.2,9,Completed,Yes,Yes,Yes,2018-08-05,0.0,0.0,,6,4,65,1067
1407,Research & Development,Research Scientist,Male,26,1,Travel_Rarely,4,1,3904,Yes,90.2,13,Completed,Yes,Yes,Yes,2022-07-31,0.0,0.0,,2,2,20,397
1408,Human Resources,Manager,Female,42,3,Travel_Rarely,20,4,16799,Yes,91.6,14,Completed,Yes,Yes,Yes,2016-08-16,0.0,0.0,,5,4,66,995
1409,Research & Development,Laboratory Technician,Female,52,4,Travel_Rarely,5,1,2950,Yes,88.9,11,Completed,Yes,Yes,Yes,2021-07-29,0.0,0.0,,4,3,31,821
1411,Research & Development,Laboratory Technician,Female,37,3,Travel_Rarely,3,1,3629,Yes,95.4,14,Completed,Yes,Yes,Yes,2023-07-17,0.0,0.0,,4,4,59,744
1412,Research & Development,Manufacturing Director,Male,35,2,Travel_Frequently,2,3,9362,Yes,90.0,10,Completed,Yes,Yes,Yes,2024-06-27,0.0,0.0,,3,3,17,759
1415,Research & Development,Laboratory Technician,Male,25,3,Travel_Rarely,3,1,3229,Yes,89.7,9,Completed,Yes,Yes,Yes,2023-08-09,0.0,0.0,,2,2,21,461
1417,Research & Development,Laboratory Technician,Male,26,3,Travel_Rarely,7,1,3578,Yes,98.4,6,Completed,Yes,Yes,Yes,2019-07-13,1.0,0.0,0.6,6,6,63,1310
1419,Human Resources,Human Resources,Male,29,3,Travel_Rarely,10,3,7988,Yes,96.6,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,5,5,42,1243
1420,Research & Development,Laboratory Technician,Male,49,2,Travel_Frequently,4,2,4284,Yes,87.0,10,Completed,Yes,Yes,Yes,2022-08-02,1.0,0.0,10.3,3,2,16,555
1421,Research & Development,Healthcare Representative,Female,29,1,Travel_Frequently,8,3,7553,Yes,95.7,13,Completed,Yes,Yes,Yes,2018-07-17,0.0,0.0,,9,4,109,1706
1422,Research & Development,Research Director,Female,54,3,Travel_Rarely,20,4,17328,Yes,87.0,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,6,5,64,1088
1423,Research & Development,Research Director,Female,58,3,Travel_Rarely,9,5,19701,Yes,94.4,12,Completed,Yes,Yes,Yes,2017-07-17,1.0,0.0,6.7,2,1,6,279
1424,Research & Development,Research Director,Male,55,4,Travel_Rarely,7,4,14732,Yes,81.3,5,Completed,Yes,Yes,Yes,2019-07-18,0.0,0.0,,8,7,67,1814
1425,Sales,Sales Executive,Female,36,4,Travel_Rarely,5,2,9278,Yes,94.2,5,Completed,Yes,Yes,Yes,2021-06-16,0.0,0.0,,3,3,19,859
1427,Sales,Sales Representative,Female,31,4,Travel_Frequently,1,1,1359,Yes,93.5,7,Completed,Yes,Yes,Yes,2025-11-13,0.0,0.0,,4,3,30,694
1428,Sales,Sales Executive,Female,30,4,Travel_Rarely,3,2,4779,Yes,99.7,8,Completed,Yes,Yes,Yes,2023-06-11,0.0,0.0,,5,4,58,1180
1430,Research & Development,Research Director,Female,31,5,Travel_Rarely,3,4,16422,Yes,83.5,7,Completed,Yes,Yes,Yes,2023-07-06,0.0,0.0,,5,4,57,774
1431,Research & Development,Research Scientist,Male,34,4,Travel_Frequently,4,1,2996,Yes,91.2,12,Completed,Yes,Yes,Yes,2022-07-23,0.0,0.0,,2,2,15,534
1433,Research & Development,Research Scientist,Female,31,3,Travel_Rarely,1,1,1261,Yes,92.6,7,Completed,Yes,Yes,Yes,2025-12-11,1.0,0.0,1.9,6,5,51,1398
1434,Research & Development,Laboratory Technician,Male,27,1,Travel_Rarely,5,1,2099,Yes,93.1,11,Completed,Yes,Yes,Yes,2021-07-03,0.0,0.0,,3,3,37,765
1435,Research & Development,Laboratory Technician,Male,36,4,Travel_Rarely,10,2,5810,Yes,94.7,8,Completed,Yes,Yes,Yes,2016-08-10,0.0,0.0,,2,2,14,440
1436,Sales,Sales Executive,Female,36,4,Travel_Rarely,3,2,5647,Yes,91.8,11,Completed,Yes,Yes,Yes,2023-07-15,0.0,0.0,,5,5,62,1400
1438,Research & Development,Research Scientist,Male,47,3,Travel_Rarely,6,1,3420,Yes,94.1,8,Completed,Yes,Yes,Yes,2020-08-09,0.0,0.0,,6,6,44,1014
1439,Sales,Sales Representative,Male,25,2,Travel_Rarely,3,1,4400,Yes,95.0,17,Completed,Yes,Yes,Yes,2023-08-01,0.0,0.0,,4,3,33,981
1440,Research & Development,Laboratory Technician,Male,37,2,Non-Travel,6,1,3500,Yes,81.3,6,Completed,Yes,Yes,Yes,2020-06-18,0.0,0.0,,4,4,59,954
1441,Research & Development,Research Scientist,Female,56,2,Travel_Rarely,3,1,2066,Yes,97.4,7,Completed,Yes,Yes,Yes,2023-06-18,0.0,0.0,,4,3,35,1078
1443,Research & Development,Research Director,Female,47,4,Travel_Rarely,20,4,17169,Yes,86.5,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,6,5,59,1202
1445,Sales,Sales Executive,Female,24,1,Travel_Rarely,5,2,4162,Yes,85.2,18,Completed,Yes,Yes,Yes,2021-08-12,0.0,0.0,,5,5,43,1256
1446,Sales,Sales Executive,Male,32,5,Travel_Rarely,4,2,9204,Yes,90.6,15,Completed,Yes,Yes,Yes,2022-07-16,1.0,0.0,3.1,2,2,15,676
1447,Research & Development,Laboratory Technician,Female,34,3,Travel_Rarely,5,1,3294,Yes,91.9,14,Completed,Yes,Yes,Yes,2021-07-26,0.0,0.0,,5,5,42,1045
1448,Research & Development,Research Scientist,Male,41,5,Travel_Rarely,4,1,2127,Yes,91.7,10,Completed,Yes,Yes,Yes,2022-07-17,1.0,0.0,1.6,5,3,46,811
1449,Research & Development,Laboratory Technician,Male,40,4,Non-Travel,8,2,3975,Yes,96.9,14,Completed,Yes,Yes,Yes,2018-07-25,0.0,0.0,,6,5,80,1242
1453,Sales,Sales Executive,Male,31,2,Travel_Rarely,13,3,10793,Yes,96.3,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,4,4,42,549
1457,Sales,Sales Executive,Male,46,3,Travel_Rarely,7,3,10096,Yes,85.9,14,Completed,Yes,Yes,Yes,2019-06-26,0.0,0.0,,4,3,48,620
1458,Research & Development,Laboratory Technician,Female,39,3,Non-Travel,1,1,3646,Yes,82.7,6,Completed,Yes,Yes,Yes,2025-09-09,3.0,1.0,11.466666666666667,4,3,11,217
1459,Research & Development,Manufacturing Director,Female,31,5,Travel_Frequently,10,3,7446,Yes,86.1,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,6,4,81,1083
1460,Research & Development,Healthcare Representative,Male,45,3,Travel_Rarely,7,3,10851,Yes,93.9,13,Completed,Yes,Yes,Yes,2019-07-23,0.0,0.0,,5,5,70,1275
1461,Human Resources,Human Resources,Female,31,2,Travel_Rarely,3,1,2109,Yes,88.4,7,Completed,Yes,Yes,Yes,2023-07-15,0.0,0.0,,3,3,31,494
1464,Research & Development,Laboratory Technician,Male,31,3,Travel_Frequently,2,1,3722,Yes,87.7,7,Completed,Yes,Yes,Yes,2024-07-02,0.0,0.0,,4,3,36,834
1465,Research & Development,Manufacturing Director,Male,45,3,Travel_Rarely,3,3,9380,Yes,92.7,16,Completed,Yes,Yes,Yes,2023-07-17,2.0,0.0,3.45,2,2,33,547
1466,Sales,Sales Executive,Male,48,3,Travel_Rarely,2,2,5486,Yes,92.9,7,Completed,Yes,Yes,Yes,2024-06-10,1.0,0.0,10.6,6,4,71,1250
1467,Human Resources,Human Resources,Female,34,4,Travel_Rarely,2,1,2742,Yes,83.3,9,Completed,Yes,Yes,Yes,2024-07-05,0.0,0.0,,4,4,60,1055
1468,Research & Development,Research Director,Male,40,1,Non-Travel,9,3,13757,Yes,83.7,18,Completed,Yes,Yes,Yes,2017-08-12,1.0,0.0,1.1,4,4,63,779
1469,Sales,Sales Executive,Male,28,3,Travel_Rarely,5,2,8463,Yes,92.4,18,Completed,Yes,Yes,Yes,2021-07-22,0.0,0.0,,6,4,71,987
1471,Research & Development,Laboratory Technician,Male,44,3,Non-Travel,5,1,3162,Yes,99.0,12,Completed,Yes,Yes,Yes,2021-07-22,0.0,0.0,,4,3,50,823
1472,Research & Development,Research Director,Male,53,3,Travel_Rarely,9,4,16598,Yes,83.9,11,Completed,Yes,Yes,Yes,2017-08-05,1.0,0.0,12.0,4,3,42,601
1473,Research & Development,Healthcare Representative,Male,49,4,Travel_Rarely,3,2,6651,Yes,90.1,12,Completed,Yes,Yes,Yes,2023-07-09,0.0,0.0,,3,3,47,717
1474,Research & Development,Research Scientist,Male,40,3,Travel_Rarely,3,1,2345,Yes,93.7,11,Completed,Yes,Yes,Yes,2023-07-17,0.0,0.0,,3,2,27,497
1475,Research & Development,Research Scientist,Male,44,3,Travel_Rarely,5,1,3420,Yes,96.8,12,Completed,Yes,Yes,Yes,2021-06-29,1.0,0.0,11.8,2,2,30,457
1477,Sales,Sales Executive,Male,33,3,Travel_Frequently,4,2,4373,Yes,81.7,5,Completed,Yes,Yes,Yes,2022-07-27,0.0,0.0,,3,3,38,668
1478,Sales,Sales Executive,Male,34,3,Travel_Rarely,13,2,4759,Yes,95.2,9,Completed,Yes,Yes,Yes,2016-08-11,1.0,0.0,3.9,7,7,91,1110
1479,Sales,Sales Executive,Male,30,1,Travel_Rarely,2,2,5301,Yes,85.5,13,Completed,Yes,Yes,Yes,2024-08-11,1.0,0.0,3.0,5,5,53,1040
1480,Research & Development,Laboratory Technician,Female,42,2,Travel_Frequently,12,1,3673,Yes,83.4,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,3,3,23,666
1481,Sales,Sales Executive,Female,44,5,Travel_Frequently,1,2,4768,Yes,95.3,13,Completed,Yes,Yes,Yes,2025-09-23,2.0,0.0,7.15,2,2,31,140
1482,Research & Development,Research Scientist,Male,30,3,Non-Travel,1,1,1274,Yes,82.3,17,Completed,Yes,Yes,Yes,2025-10-11,3.0,0.0,6.233333333333333,4,4,6,172
1483,Research & Development,Research Scientist,Male,57,2,Travel_Rarely,12,2,4900,Yes,96.5,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,7,6,63,1597
1484,Research & Development,Healthcare Representative,Male,49,4,Travel_Rarely,8,3,10466,Yes,96.5,5,Completed,Yes,Yes,Yes,2018-07-04,0.0,0.0,,6,3,42,1371
1485,Research & Development,Research Director,Male,34,3,Travel_Frequently,14,4,17007,Yes,94.4,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,3,2,25,800
1486,Sales,Sales Representative,Male,28,3,Travel_Frequently,3,1,2909,Yes,99.8,6,Completed,Yes,Yes,Yes,2023-07-25,1.0,0.0,2.6,6,6,83,1112
1487,Sales,Sales Executive,Female,29,3,Travel_Frequently,5,2,5765,Yes,96.6,17,Completed,Yes,Yes,Yes,2021-07-02,1.0,1.0,25.8,5,4,62,901
1489,Sales,Sales Executive,Female,34,4,Travel_Rarely,15,2,4599,Yes,86.0,5,Completed,Yes,Yes,Yes,2016-08-07,1.0,0.0,3.9,7,7,88,1452
1492,Sales,Sales Representative,Male,35,1,Travel_Rarely,1,1,2404,Yes,97.2,6,Completed,Yes,Yes,Yes,2025-10-15,0.0,0.0,,7,5,76,1348
1494,Research & Development,Laboratory Technician,Male,24,3,Travel_Frequently,0,1,3172,Yes,43.4,43,Delayed,Yes,Yes,Yes,,1.0,0.0,1.2,2,2,5,53
1495,Sales,Sales Representative,Female,24,2,Non-Travel,1,1,2033,Yes,94.2,15,Completed,Yes,Yes,Yes,2025-08-24,2.0,1.0,33.849999999999994,5,4,71,1234
1496,Research & Development,Manufacturing Director,Male,44,1,Travel_Frequently,2,3,10209,Yes,83.3,7,Completed,Yes,Yes,Yes,2024-07-11,1.0,1.0,8.6,3,3,17,508
1497,Sales,Sales Executive,Male,29,3,Travel_Rarely,10,2,8620,Yes,84.1,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,10.9,4,4,40,810
1499,Human Resources,Human Resources,Male,30,3,Travel_Rarely,5,1,2064,Yes,81.2,10,Completed,Yes,Yes,Yes,2021-06-21,0.0,0.0,,4,3,46,930
1501,Research & Development,Healthcare Representative,Male,55,4,Travel_Rarely,3,2,4035,Yes,85.6,13,Completed,Yes,Yes,Yes,2023-07-11,1.0,1.0,17.0,1,1,15,324
1502,Research & Development,Laboratory Technician,Female,33,4,Travel_Rarely,5,1,3838,Yes,86.5,16,Completed,Yes,Yes,Yes,2021-08-07,0.0,0.0,,2,2,23,401
1503,Sales,Sales Executive,Female,47,3,Travel_Rarely,5,2,4591,Yes,85.8,9,Completed,Yes,Yes,Yes,2021-07-23,0.0,0.0,,4,4,41,662
1504,Research & Development,Laboratory Technician,Male,28,2,Travel_Frequently,0,1,2561,No,47.2,33,Delayed,Yes,Yes,No,,1.0,0.0,3.4,3,3,6,112
1506,Research & Development,Research Scientist,Male,28,3,Travel_Rarely,1,1,1563,Yes,97.3,8,Completed,Yes,Yes,Yes,2025-08-26,0.0,0.0,,6,5,41,1219
1507,Sales,Sales Executive,Male,28,3,Travel_Frequently,4,2,4898,Yes,94.2,18,Completed,Yes,Yes,Yes,2022-08-10,1.0,0.0,1.9,5,4,50,681
1509,Research & Development,Laboratory Technician,Female,49,2,Travel_Rarely,3,2,4789,Yes,95.2,15,Completed,Yes,Yes,Yes,2023-08-01,1.0,1.0,34.8,4,4,35,949
1513,Research & Development,Laboratory Technician,Female,29,1,Travel_Frequently,3,1,3180,Yes,89.8,14,Completed,Yes,Yes,Yes,2023-07-21,2.0,0.0,1.85,2,1,28,283
1514,Research & Development,Manufacturing Director,Male,28,1,Travel_Rarely,8,2,6549,Yes,85.4,11,Completed,Yes,Yes,Yes,2018-07-04,1.0,1.0,14.9,1,1,6,78
